,cat1,cat2,cat3,brand_name
354833,WOM,Tops & Blouses,Button Down Shirt,Tory Burch
354917,MEN,Tops,Button-Front,True Religion Brand Jeans
355111,BEA,Fragrance,Men,MAC
355325,KID,Girls 0-24 Mos,Shoes,TOMS
355329,WOM,Women's Handbags,Backpack Style,Harley-Davidson
355589,WOM,Athletic Apparel,Shirts & Tops,ASICS
355649,KID,Feeding,Storage & Containers,LEGO
355712,BEA,Makeup,Makeup Sets,SeneGence
355726,KID,Girls 0-24 Mos,Shoes,VANS
355778,WOM,Pants,Linen,BCBGMAXAZRIA
355823,WOM,Maternity,Athletic Apparel,Lululemon
356113,VIN,Accessories,Keychain,Juicy Couture
356412,WOM,Tops & Blouses,Button Down Shirt,Michael Kors
356454,SPO,Footwear,Men,Others
356457,ELE,Cell Phones & Accessories,Cell Phone Accessories,Victoria's Secret
356552,MEN,Athletic Apparel,Snowsuits & Bibs,Carhartt
357052,NOI,no_info,no_info,Tiffany & Co.
357110,WOM,Pants,Corduroys,Anthropologie
357602,WOM,Shoes,Boots,Bebe
357629,WOM,Dresses,Other,Kate Spade
357675,BEA,Skin Care,Lips,Tarte
357756,WOM,Athletic Apparel,Shirts & Tops,Harley-Davidson
357803,HAN,Woodworking,Jewelry,Others
357933,WOM,Shoes,Flats,Lilly Pulitzer
358522,VIN,Serving,Bowl,Others
358677,ELE,Cell Phones & Accessories,Other,Beats
358718,MEN,Men's Accessories,"Backpacks, Bags & Briefcases",Juicy Couture
359012,WOM,Sweaters,Cardigan,Juicy Couture
359034,WOM,Sweaters,Henley,vineyard vines
359323,WOM,Women's Accessories,Scarves & Wraps,MARC BY MARC JACOBS
359631,KID,Toys,Other,Hasbro
359641,HOM,Kitchen & Dining,Other,Rae Dunn
359647,HAN,Art,Aceo,Others
360229,WOM,Athletic Apparel,Socks,Customized & Personalized
360497,WOM,Shoes,Fashion Sneakers,Harley-Davidson
360552,WOM,Sweaters,Crewneck,Oakley
360710,WOM,Women's Accessories,Other,Anthropologie
360873,WOM,Sweaters,Collared,Nike
361084,ELE,Computers & Tablets,"Drives, Storage & Media",LG
361173,SPO,Apparel,Men,Adidas
361475,WOM,Sweaters,Crewneck,Buckle
361788,BEA,Fragrance,Women,Scentsy
362005,WOM,Dresses,Other,Michael Kors
362081,WOM,Jeans,"Capri, Cropped",Madewell
363300,HAN,Weddings,Frames,Others
363323,VIN,Bags and Purses,Handbag,Vintage
363808,WOM,Sweaters,Crewneck,ASOS
363857,WOM,Women's Handbags,Backpack Style,Fossil
364426,WOM,Shoes,Flats,Fossil
365211,WOM,Athletic Apparel,Socks,Star Wars
365292,VIN,Housewares,Coaster,Lilly Pulitzer
365414,WOM,Jewelry,Earrings,Lululemon
365548,KID,Toys,Building Toys,American Girl ®
365677,SPO,Apparel,Women,Adidas
365753,HOM,Kitchen & Dining,Coffee & Tea Accessories,PINK
365828,WOM,Athletic Apparel,"Pants, Tights, Leggings",Madewell
365909,VIN,Furniture,Fixture,Others
365912,SPO,Exercise,Athletic Training,Reebok
366161,WOM,Shoes,Sandals,Customized & Personalized
366185,WOM,Dresses,Knee-Length,Star Wars
367048,WOM,Athletic Apparel,Socks,Lululemon
367159,WOM,Pants,Dress Pants,Juicy Couture
367285,MEN,Shoes,Boots,Steve Madden
367289,WOM,Tops & Blouses,T-Shirts,MARC JACOBS
367426,WOM,Coats & Jackets,Other,Nordstrom
367657,WOM,Jeans,"Slim, Skinny",Nike
367680,MEN,Shoes,Fashion Sneakers,Customized & Personalized
367791,VIN,Book,Reference,Others
367891,WOM,Women's Accessories,Wallets,Independent
368165,MEN,Tops,Dress Shirts,Buckle
368388,WOM,Coats & Jackets,Fleece Jacket,Lululemon
368625,WOM,Shoes,Pumps,PINK
368980,VIN,Antique,Serving,Others
369030,WOM,Women's Accessories,Hats,Free People
369149,MEN,Shoes,Outdoor,Adidas
369192,WOM,Athletic Apparel,Jackets,Acacia Swimwear
369286,MEN,Tops,T-shirts,New Balance
369574,WOM,Tops & Blouses,"Tank, Cami",Star Wars
369898,WOM,Shoes,Pumps,Customized & Personalized
369997,WOM,Underwear,Other,Kate Spade
370314,WOM,Coats & Jackets,Military,Tory Burch
370569,NOI,no_info,no_info,Supreme
370634,WOM,Coats & Jackets,Military,Burberry
370886,MEN,Pants,"Khakis, Chinos",Michael Kors
370928,VIN,Accessories,Wallet,Others
371592,ELE,Cameras & Photography,Tripods & Supports,Nikon
371738,WOM,Shoes,Slippers,Nasty Gal
372173,MEN,Athletic Apparel,Tracksuits & Sweats,Lululemon
372255,BEA,Hair Care,Styling Tools,Victoria's Secret
372274,WOM,Swimwear,Two-Piece,vineyard vines
372304,MEN,Pants,"Khakis, Chinos",Carhartt
372695,VIN,Collectibles,Figurine,Customized & Personalized
372862,ELE,Cell Phones & Accessories,Chargers & Cradles,Sony
372992,VIN,Clothing,Blouse,Others
373127,KID,Girls 0-24 Mos,Accessories,UGG Australia
373427,WOM,Underwear,G-Strings & Thongs,TOMS
373842,HOM,Artwork,Photographs,WWE
373954,MEN,Men's Accessories,Other,vineyard vines
374009,WOM,Dresses,Knee-Length,vineyard vines
374160,BEA,Makeup,Body,Urban Decay
374720,MEN,Men's Accessories,Sunglasses,A|X Armani Exchange
374875,WOM,Coats & Jackets,Fleece Jacket,Athleta
374911,WOM,Women's Accessories,Scarves & Wraps,Free People
375645,KID,Safety,Other,Others
375841,VIN,Accessories,Keychain,Betsey Johnson
376257,MEN,Men's Accessories,Wallets,Vintage
376442,VIN,Collectibles,Figurine,Funko
376933,WOM,Women's Handbags,Other,TOMS
377113,VIN,Bags and Purses,Clutch,ALDO
377238,MEN,Shorts,Denim,Buckle
377846,MEN,Shoes,Oxfords,VANS
377918,WOM,Coats & Jackets,Motorcycle,Nordstrom
378032,WOM,Coats & Jackets,Vest,TopShop
378044,ELE,"TV, Audio & Surveillance",Headphones,Nintendo
378076,ELE,Cell Phones & Accessories,Cell Phones & Smartphones,AmazonBasics
378164,MEN,Blazers & Sport Coats,Two Button,ZARA
378274,WOM,Women's Handbags,Totes & Shoppers,BCBGMAXAZRIA
378878,WOM,Athletic Apparel,Shirts & Tops,Converse
378899,VIN,Clothing,Sweater,Christian Dior
378940,WOM,Skirts,Mini,Michael Kors
379138,WOM,Coats & Jackets,Trench,Converse
379182,WOM,Shoes,Fashion Sneakers,Rebecca Minkoff
379242,MEN,Shorts,Athletic,Adidas
379589,WOM,Jeans,Wide Leg,7 For All Mankind®
380120,HAN,Patterns,Beading,Others
380652,WOM,Pants,Other,Star Wars
380695,KID,Boys 2T-5T,Shoes,Sperrys
380915,WOM,Dresses,Knee-Length,Burberry
380936,WOM,Shoes,Flats,MARC BY MARC JACOBS
381074,WOM,Maternity,Athletic Apparel,Victoria's Secret
381193,WOM,Women's Handbags,Backpack Style,Rebecca Minkoff
381247,WOM,Athletic Apparel,Shorts,LuLaRoe
381411,WOM,Shoes,Athletic,Victoria's Secret
381527,KID,Toys,Electronics for Kids,LEGO
381541,WOM,Pants,"Capris, Cropped",Vera Bradley
381693,MEN,Sweats & Hoodies,Track & Sweat Pants,Majestic
381800,MEN,Men's Accessories,Watches,Samsung
382058,VIN,Jewelry,Earrings,ALDO
382703,WOM,Shoes,Mules & Clogs,Timberland
382707,WOM,Women's Accessories,Watches,adidas Originals
382824,WOM,Shoes,Slippers,Sperry
382989,WOM,Jeans,Boyfriend,ASOS
383307,WOM,Other,Other,Adidas
383460,ELE,Video Games & Consoles,Other,Xbox
383622,WOM,Suits & Blazers,Blazer,Tory Burch
383939,VIN,Bags and Purses,Handbag,Steve Madden
384148,WOM,Dresses,Mid-Calf,Lilly Pulitzer
384149,WOM,Shoes,Boots,vineyard vines
384436,WOM,Sweaters,Hooded,Supreme
384824,WOM,Women's Accessories,Scarves & Wraps,Jordans
384848,WOM,Women's Handbags,Totes & Shoppers,ALDO
385289,WOM,Sweaters,Crewneck,The North Face
385390,WOM,Coats & Jackets,Wool,Customized & Personalized
385607,KID,Girls 0-24 Mos,Shoes,PUMA
385791,HOM,Artwork,Posters & Prints,Nintendo
385802,WOM,Dresses,Mid-Calf,Victoria's Secret
385827,WOM,Shoes,Flats,Rebecca Minkoff
385908,VIN,Bags and Purses,Leather,Harley-Davidson
386153,VIN,Housewares,Plate,Pyrex
386341,MEN,Shorts,Athletic,lululemon athletica
386392,MEN,Men's Accessories,"Backpacks, Bags & Briefcases",Reebok
386539,WOM,Coats & Jackets,Fleece Jacket,Burberry
386565,HAN,Pets,Grooming,Others
386628,WOM,Women's Accessories,Other,A|X Armani Exchange
386752,WOM,Pants,"Khakis, Chinos",Anthropologie
386818,WOM,Sweaters,Collared,True Religion Brand Jeans
386916,MEN,Shoes,Boots,ALDO
387215,WOM,Women's Accessories,Wallets,Star Wars
387258,WOM,Women's Handbags,Cosmetic Bags,Vintage
387448,MEN,Athletic Apparel,Jerseys,WWE
387568,MEN,Jeans,"Baggy, Loose",True Religion Brand Jeans
388459,WOM,Shoes,Flats,L.L. Bean
388606,WOM,Shoes,Work & Safety,Dr. Martens
388659,WOM,Coats & Jackets,Trench,Coach
388730,VIN,Bags and Purses,Change Purse,Lilly Pulitzer
389349,VIN,Serving,Glassware,Others
389389,WOM,Women's Accessories,Other,Rebecca Minkoff
389402,WOM,Women's Handbags,Other,Christian Dior
389434,WOM,Women's Handbags,Cosmetic Bags,Cole Haan
390158,WOM,Pants,Linen,Independent
390170,HOM,Kitchen & Dining,Food Service Equipment & Supplies,Rae Dunn
390241,WOM,Shoes,Pumps,TopShop
390456,WOM,Shoes,Boots,Rebecca Minkoff
390684,VIN,Accessories,Keychain,Tory Burch
390709,HOM,Seasonal Décor,Christmas,Rae Dunn
390829,MEN,Tops,Henley,Independent
391110,WOM,Athletic Apparel,Jackets,Nasty Gal
391264,KID,Potty Training,Seat Covers,Others
391275,KID,Toys,Dress Up & Pretend Play,Hasbro
391319,WOM,Tops & Blouses,Other,Nordstrom
391381,WOM,Coats & Jackets,Other,Steve Madden
391396,VIN,Accessories,Keychain,Kendra Scott
391571,MEN,Pants,Casual Pants,VANS
391872,WOM,Jeans,"Capri, Cropped",PINK
391945,WOM,Women's Handbags,Totes & Shoppers,Customized & Personalized
392037,WOM,Tops & Blouses,Other,Vera Bradley
392736,NOI,no_info,no_info,SeneGence
392814,WOM,Sweaters,Crewneck,Christian Dior
393047,ELE,Video Games & Consoles,Other,Nintendo
393423,KID,Girls 0-24 Mos,Shoes,Jordan
394399,WOM,Women's Accessories,Wallets,Supreme
394618,WOM,Shoes,Boots,Miss Me
394771,VIN,Trading Cards,Comic,DC Comics
394824,VIN,Serving,Other,Others
395208,SPO,Footwear,Cleats,New Balance
395235,ELE,Cameras & Photography,Tripods & Supports,AmazonBasics
395296,VIN,Paper Ephemera,Advertisement,Others
395322,HOM,Bedding,Blankets & Throws,Versace
395385,HAN,Paper Goods,Pad,Others
395580,WOM,Women's Accessories,Other,Free People
395692,KID,Health & Baby Care,Nail Care,Others
396207,BEA,Tools & Accessories,Bags & Cases,MAC
396692,WOM,Suits & Blazers,Pant Suit,Nasty Gal
396813,WOM,Athletic Apparel,"Skirts, Skorts & Dresses",Acacia Swimwear
396880,KID,Toys,Stuffed Animals & Plush,Harley-Davidson
397769,MEN,Other,Other,The North Face
399069,MEN,Tops,Henley,Jordans
399278,HAN,Crochet,Housewares,Others
399404,VIN,Supplies,Charm,Tiffany & Co.
399492,MEN,Shorts,Other,Supreme
399510,WOM,Women's Handbags,Satchel,TopShop
399594,KID,Girls 0-24 Mos,Shoes,New Balance
399654,WOM,Shoes,Loafers & Slip-Ons,Majestic
399693,WOM,Sweaters,Hooded,Miss Me
399783,KID,Gear,Harnesses & Leashes,Others
399871,WOM,Sweaters,Other,Vintage
399959,HOM,Bedding,Duvet Covers & Sets,Anthropologie
400039,WOM,Other,Other,Disney Collection
400090,MEN,Men's Accessories,"Backpacks, Bags & Briefcases",New Balance
400126,HAN,Knitting,Other,Others
400166,NOI,no_info,no_info,UGG Australia
400365,WOM,Shoes,Athletic,Juicy Couture
400382,WOM,Shoes,Sandals,PANDORA
400557,VIN,Jewelry,Bracelet,Chanel
400636,WOM,Athletic Apparel,Shorts,Juicy Couture
400717,WOM,Athletic Apparel,Jackets,Ariat
400753,VIN,Clothing,Tshirt,Customized & Personalized
400784,HOM,Storage & Organization,Other,Kate Spade
400998,KID,Toys,Dolls & Accessories,DC Comics
401039,HAN,Weddings,Cards,Others
401434,NOI,no_info,no_info,Disney Collection
401446,WOM,Tops & Blouses,Turtleneck,ZARA
401626,KID,Toys,Action Figures & Statues,Sony
401688,VIN,Bags and Purses,Case,Dooney & Bourke
401742,VIN,Trading Cards,Animation,Spin Master
401872,WOM,Jeans,Boyfriend,7 For All Mankind®
401889,WOM,Skirts,Full Skirt,Lilly Pulitzer
402178,KID,Toys,Toy Remote Control & Play Vehicles,Sony
402399,KID,Bathing & Skin Care,Skin Care,All
402403,WOM,Shoes,Pumps,Lilly Pulitzer
402445,WOM,Women's Accessories,Belts,Harley-Davidson
402748,WOM,Women's Handbags,Backpack Style,Prada
403270,KID,Gear,Backpacks & Carriers,Vera Bradley
403967,WOM,Coats & Jackets,Peacoat,Anthropologie
404112,MEN,Jeans,"Classic, Straight Leg",Harley-Davidson
404369,WOM,Dresses,"Above Knee, Mini",A|X Armani Exchange
404692,WOM,Women's Handbags,Messenger & Crossbody,Adidas
405207,ELE,Cell Phones & Accessories,Cables & Adapters,Beats
405219,WOM,Jeans,Straight Leg,PINK
405228,SPO,Exercise,Dance,Adidas
405258,WOM,Dresses,"Above Knee, Mini",Nike
405342,WOM,Pants,Linen,The North Face
405486,VIN,Toy,Children,Hasbro
405921,MEN,Sweaters,Full Zip,A|X Armani Exchange
405958,VIN,Collectibles,Other,Chanel
406470,MEN,Tops,Button-Front,ZARA
406513,MEN,Athletic Apparel,Jackets,ZARA
406805,BEA,Skin Care,Sun,Estee Lauder
406981,KID,Bathing & Skin Care,Conditioners,Others
407035,WOM,Athletic Apparel,Tracksuits & Sweats,Gymshark
407193,MEN,Men's Accessories,Belts,Timberland
407339,WOM,Dresses,Knee-Length,Adidas
407434,WOM,Other,Other,Wildfox Couture
407480,KID,Feeding,Pacifiers & Accessories,Similac
407727,KID,Nursery,Nursery Décor,All
407904,NOI,no_info,no_info,Fuji
408318,WOM,Women's Handbags,Shoulder Bag,Tiffany & Co.
408364,WOM,Athletic Apparel,Vests,Nike
408387,MEN,Athletic Apparel,Shirts & Tops,New Balance
408516,WOM,Coats & Jackets,Vest,BCBGMAXAZRIA
408535,KID,Girls (4+),Tops & T-Shirts,vineyard vines
408618,NOI,no_info,no_info,Younique
408627,WOM,Coats & Jackets,Other,Miss Me
408720,MEN,Swimwear,Board Shorts,Lululemon
408825,WOM,Tops & Blouses,"Tank, Cami",Betsey Johnson
408838,WOM,Women's Handbags,Shoulder Bag,Customized & Personalized
408864,KID,Toys,Arts & Crafts,Hasbro
409206,WOM,Coats & Jackets,Vest,PINK
409366,WOM,Underwear,Panties,Juicy Couture
409506,WOM,Women's Accessories,Sunglasses,Free People
409598,WOM,Dresses,Mid-Calf,Kate Spade
409771,HOM,Home Décor,Vases,Rae Dunn
409981,VIN,Accessories,Brooch,Vintage
410217,WOM,Women's Handbags,Other,Customized & Personalized
410259,WOM,Sweaters,Full Zip,PUMA
410457,KID,Toys,Other,Star Wars
411000,WOM,Women's Accessories,Hair Accessories,ZARA
411141,WOM,Coats & Jackets,Parka,Buckle
411797,KID,Boys 2T-5T,Tops & T-Shirts,LEGO
411969,WOM,Athletic Apparel,Vests,patagonia
411979,HOM,Bedding,Blankets & Throws,Harley-Davidson
412212,MEN,Shoes,Fashion Sneakers,Sperry
412389,WOM,Sweaters,Cardigan,vineyard vines
412706,WOM,Skirts,A-Line,Vintage
413206,VIN,Bags and Purses,Change Purse,Juicy Couture
413353,WOM,Dresses,"Above Knee, Mini",vineyard vines
413533,KID,Toys,Toy Remote Control & Play Vehicles,LEGO
413544,HOM,Storage & Organization,Holiday Décor Storage,Others
414297,VIN,Bags and Purses,Luggage,Steve Madden
414466,VIN,Collectibles,Figurine,LEGO
414921,HOM,Kitchen & Dining,Wine Accessories,Kate Spade
415222,WOM,Athletic Apparel,"Pants, Tights, Leggings",Buckle
415296,WOM,Sweaters,Cowl Neck,BCBGMAXAZRIA
415610,MEN,Sweats & Hoodies,Track & Sweat Suits,Adidas
415690,HAN,Glass,Dishes,Others
416391,KID,Boys (4+),Coats & Jackets,PUMA
416527,WOM,Jewelry,Bracelets,Supreme
416629,HAN,Patterns,Other,Others
416709,WOM,Suits & Blazers,Blazer,Burberry
417084,WOM,Tops & Blouses,"Tank, Cami",vineyard vines
417107,VIN,Clothing,Tshirt,Free People
417114,MEN,Shorts,Casual Shorts,lululemon athletica
417309,HAN,Ceramics and Pottery,Coasters,Others
417409,MEN,Coats & Jackets,Windbreaker,PINK
417686,WOM,Jeans,"Slim, Skinny",Converse
417687,KID,Toys,Puzzles,Funko
417712,WOM,Jewelry,Earrings,Buckle
417906,WOM,Swimwear,Two-Piece,Coach
418035,WOM,Women's Handbags,Totes & Shoppers,Younique
418065,WOM,Athletic Apparel,Jackets,Tory Burch
418309,WOM,Shoes,Flats,TopShop
418537,WOM,Coats & Jackets,Poncho,vineyard vines
418878,BEA,Fragrance,Kids,Tarte
418937,VIN,Clothing,Swimwear,Lululemon
419503,VIN,Clothing,Sweater,ASOS
420162,HAN,Needlecraft,Pattern,Others
420549,HAN,Quilts,Fabric Postcard,Others
421020,WOM,Coats & Jackets,Motorcycle,Steve Madden
421160,WOM,Tops & Blouses,T-Shirts,Versace
421253,HAN,Candles,Sticker,Others
421690,MEN,Tops,Button-Front,Ariat
422029,WOM,Women's Accessories,Other,PANDORA
422199,WOM,Shoes,Fashion Sneakers,Frye
422214,WOM,Coats & Jackets,Fleece Jacket,Juicy Couture
422222,MEN,Men's Accessories,Hats,Jordans
422256,HAN,Children,Toddler,Others
422275,OTH,Office supplies,Calendars,Victoria's Secret
422340,WOM,Jewelry,Bracelets,A|X Armani Exchange
422854,WOM,Women's Accessories,Belts,Chanel
423630,VIN,Accessories,Keychain,Air Jordan
423847,MEN,Sweats & Hoodies,"Sweatshirt, Pullover",Star Wars
424048,BEA,Tools & Accessories,Tweezers,Victoria's Secret
424408,WOM,Pants,"Capris, Cropped",L.L. Bean
424676,WOM,Women's Accessories,Watches,Vince Camuto
425521,MEN,Sweaters,Crewneck,VANS
425580,MEN,Sweaters,Crewneck,Converse
425856,VIN,Accessories,Keychain,Supreme
426048,WOM,Shoes,Athletic,Sperrys
426362,SPO,Apparel,Boys,Fuji
426416,WOM,Shoes,Sandals,Anthropologie
426496,WOM,Shoes,Other,PUMA
426679,MEN,Athletic Apparel,Shorts,Star Wars
426707,WOM,Shoes,Fashion Sneakers,Lilly Pulitzer
426952,WOM,Shoes,Work & Safety,Timberland
427544,WOM,Tops & Blouses,T-Shirts,Gucci
427624,SPO,Exercise,Fitness technology,Nike
427641,SPO,Team Sports,Basketball,Adidas
427826,WOM,Athletic Apparel,Jackets,Christian Dior
427831,NOI,no_info,no_info,Kendra Scott
427917,WOM,Women's Accessories,Wallets,Christian Louboutin
428009,WOM,Sweaters,Cardigan,Nike
428090,BEA,Hair Care,Hair Color,Lush
428094,WOM,Women's Accessories,Hats,Younique
428140,WOM,Shoes,Loafers & Slip-Ons,Chaco
428361,MEN,Sweats & Hoodies,Track & Sweat Suits,Juicy Couture
428729,MEN,Athletic Apparel,Pants,PUMA
428881,VIN,Clothing,Shorts,TopShop
429184,HOM,Home Appliances,Garment Steamers,Samsung
429800,KID,Toys,Arts & Crafts,DC Comics
430550,VIN,Furniture,Chair,Others
430968,WOM,Women's Accessories,Watches,TopShop
431081,MEN,Sweats & Hoodies,Hoodie,adidas Originals
431094,KID,Toys,Games,Microsoft
431526,NOI,no_info,no_info,Lush
431809,MEN,Shoes,Fashion Sneakers,Bape
431967,MEN,Men's Accessories,Watches,Oakley
432847,WOM,Dresses,Full-Length,Adidas
432972,WOM,Athletic Apparel,"Pants, Tights, Leggings",Juicy Couture
433662,MEN,Jeans,"Slim, Skinny",ZARA
433709,ELE,Computers & Tablets,"Drives, Storage & Media",Victoria's Secret
433744,WOM,Jeans,Wide Leg,Bebe
433907,MEN,Coats & Jackets,Varsity,Vintage
434151,WOM,Sweaters,Scoop Neck,ZARA
434657,VIN,Accessories,Eyewear,Customized & Personalized
434756,WOM,Tops & Blouses,Tunic,vineyard vines
434829,WOM,Sweaters,Other,Free People
435061,WOM,Coats & Jackets,Other,Burberry
435323,WOM,Sweaters,Cardigan,Vince Camuto
435523,VIN,Accessories,Keychain,Gucci
435544,KID,Feeding,Breastfeeding,Enfamil
435807,KID,Boys (4+),Bottoms,New Balance
435865,WOM,Tops & Blouses,Other,adidas Originals
435934,WOM,Women's Handbags,Shoulder Bag,Vince Camuto
436001,WOM,Coats & Jackets,Puffer,L.L. Bean
436027,WOM,Jeans,Relaxed,Michael Kors
436095,SPO,Footwear,Men,Nike
436177,WOM,Sweaters,Cardigan,Nasty Gal
436521,WOM,Sweaters,"Turtleneck, Mock",ZARA
436537,HOM,Bedding,"Decorative Pillows, Inserts & Covers",Lilly Pulitzer
436585,KID,Girls (4+),Shoes,Jordans
436971,WOM,Sweaters,Scoop Neck,VANS
437027,HOM,Cleaning Supplies,Jewelry Boxes & Organizers,Others
437149,VIN,Collectibles,Doll,Hasbro
438245,KID,Boys 0-24 Mos,Accessories,Air Jordan
438281,HAN,Weddings,Candles,Others
438282,WOM,Sweaters,Scoop Neck,Bebe
438548,WOM,Coats & Jackets,Vest,L.L. Bean
439064,WOM,Skirts,"Straight, Pencil",Nordstrom
439841,KID,Toys,Arts & Crafts,Supreme
440076,WOM,Women's Handbags,Satchel,ZARA
440215,WOM,Women's Handbags,Messenger & Crossbody,Nike
440464,VIN,Bags and Purses,Tote,vineyard vines
440522,MEN,Men's Accessories,Belts,Nordstrom
440570,VIN,Accessories,Eyewear,Cole Haan
440965,VIN,Accessories,Other,Nintendo
441213,WOM,Pants,Casual Pants,Versace
442161,WOM,Skirts,Maxi,Nordstrom
442393,WOM,Women's Handbags,Satchel,Lululemon
443195,KID,Car Seats & Accessories,Accessories,Enfamil
443368,VIN,Clothing,Sweater,Athleta
443520,KID,Toys,Toy Remote Control & Play Vehicles,DC Comics
443977,WOM,Coats & Jackets,Military,VANS
443991,VIN,Clothing,Sweater,Customized & Personalized
444151,WOM,Women's Accessories,Scarves & Wraps,Bebe
444155,MEN,Jeans,"Slim, Skinny",ASOS
444693,MEN,Coats & Jackets,Vest,vineyard vines
444719,WOM,Tops & Blouses,Knit Top,Nasty Gal
444775,WOM,Jeans,"Slim, Skinny",vineyard vines
444825,ELE,Cell Phones & Accessories,Batteries,Sony
445125,VIN,Clothing,Pants,Michael Kors
445302,WOM,Women's Handbags,Backpack Style,Brighton
445392,WOM,Pants,Casual Pants,TopShop
445403,WOM,Women's Handbags,Hobo,Victoria's Secret
445515,WOM,Tops & Blouses,Other,Anthropologie
445530,BEA,Skin Care,Lips,Jeffree Star Cosmetics
445885,WOM,Athletic Apparel,Socks,Steve Madden
446403,WOM,Dresses,Knee-Length,Nasty Gal
446825,WOM,Women's Handbags,Backpack Style,ALDO
447248,WOM,Sweaters,Sweatercoat,patagonia
447261,WOM,Shoes,Other,Adidas
447381,WOM,Dresses,Full-Length,Wildfox Couture
447447,WOM,Athletic Apparel,Tracksuits & Sweats,LuLaRoe
447765,BEA,Makeup,Body,Victoria's Secret
448089,WOM,Swimwear,Two-Piece,Nordstrom
448248,WOM,Dresses,"Above Knee, Mini",Miss Me
448256,MEN,Pants,Casual Pants,Vintage
448308,WOM,Sweaters,Crewneck,Supreme
448976,MEN,Athletic Apparel,Jackets,Burberry
449152,SPO,Outdoors,Other,Nike
449505,MEN,Jeans,"Slim, Skinny",Customized & Personalized
449676,WOM,Jewelry,Bracelets,MARC JACOBS
449886,MEN,Sweats & Hoodies,Hoodie,Timberland
450092,MEN,Shoes,Oxfords,Nordstrom
450175,HOM,Kitchen & Dining,Water Coolers & Filters,Juicy Couture
450566,WOM,Jeans,Boot Cut,patagonia
450582,SPO,Footwear,Men,Jordan
450584,WOM,Tops & Blouses,Other,The North Face
450622,HOM,Bath,Bathroom Furniture Sets,Others
450915,HAN,Woodworking,Accessories,Others
451097,VIN,Trading Cards,Price Guides & Publications,Others
451150,WOM,Coats & Jackets,Fleece Jacket,Chanel
451444,KID,Toys,Puzzles,Apple
451741,HAN,Dolls and Miniatures,Plush,Others
451912,VIN,Collectibles,Other,Funko
452160,WOM,Tops & Blouses,Button Down Shirt,patagonia
452316,WOM,Skirts,Maxi,Anthropologie
452388,MEN,Sweaters,V-Neck,Christian Dior
452931,KID,Feeding,Storage & Containers,PINK
454087,WOM,Dresses,Other,vineyard vines
454094,VIN,Collectibles,Glass,Independent
454113,WOM,Women's Handbags,Shoulder Bag,Disney Collection
454150,VIN,Home Decor,Bedding,Others
454236,WOM,Women's Accessories,Scarves & Wraps,Madewell
455117,SPO,Footwear,Kids,Adidas
455171,VIN,Bags and Purses,Luggage,Kate Spade
455279,WOM,Women's Accessories,Hats,Vince Camuto
455428,MEN,Tops,Dress Shirts,Harley-Davidson
455580,SPO,Apparel,Men,Reebok
455608,WOM,Women's Handbags,Totes & Shoppers,True Religion Brand Jeans
